"stationName","rDateTime","Tpanel","Tpanel_qc","BattVolt_Avg","BattVolt_Avg_qc","Rn_Avg","Rn_Avg_cal","Rn_Avg_qc","Rn_Avg_qc_mm","Rn_Avg_qc_count","Rn_Avg_gf","Rn_Avg_gf_mm","Rn_Avg_gf_count","Tc0_Avg","Tc0_Avg_qc","Tc0m5sq_Avg","Tc0m5sq_Avg_qc","Tc0m5cu_Avg","Tc0m5cu_Avg_qc","Tc0m5fi_Avg","Tc0m5fi_Avg_qc","Tc_H","Tc_H_qc","Tc_H_qc_mm","Tc_H_gf","Tc_H_gf_mm","Tc_alpha_pos","Tc_alpha_neg","Tc_aH_qc","Tc_aH_gf","Tc_aH_qc_mm","Tc_aH_gf_mm","Tc_aH_qc_count","Tc_aH_gf_count","Tn0_Avg","Tn0_Avg_qc","Tn0m5sq_Avg","Tn0m5sq_Avg_qc","Tn0m5cu_Avg","Tn0m5cu_Avg_qc","Tn0m5fi_Avg","Tn0m5fi_Avg_qc","Tn_H","Tn_H_qc","Tn_H_qc_mm","Tn_H_gf","Tn_H_gf_mm","Tn_alpha_pos","Tn_alpha_neg","Tn_aH_qc","Tn_aH_gf","Tn_aH_qc_mm","Tn_aH_gf_mm","Tn_aH_qc_count","Tn_aH_gf_count","SR_H_qc","SR_H_gf","SR_alpha_pos","SR_alpha_neg","SR_aH_qc","SR_aH_qc_mm","SR_aH_gf","SR_aH_gf_mm","SR_aH_qc_count","SR_aH_gf_count","PA_uS_1","PA_uS_1_qc","PA_uS_2","PA_uS_2_qc","VW_1","VW_1_qc","VW_2","VW_2_qc"
"D08_Bouldin_Corn",2016-07-14 14:00:00,37.35,37.35,12.57,12.57,673.3,673.3,673.3,0.494669429802,1,673.3,0.494669429802,1,33.32628,33.32628,0.08383646,0.08383646,-0.01746257,-0.01746257,-0.02529621,-0.02529621,224.294013475793,224.294013475793,0.164787452478943,224.294013475793,0.164787452478943,0.746,0.293,167.323334052942,167.323334052942,0.122931439549292,0.122931439549292,1,1,33.2309,33.2309,0.08541049,0.08541049,-0.006255882,-0.006255882,-0.009793248,-0.009793248,82.6942967478663,82.6942967478663,0.0607549986932191,82.6942967478663,0.0607549986932191,0.746,0.293,61.6899453739082,61.6899453739082,0.0453232290251414,0.0453232290251414,1,1,153.49415511183,153.49415511183,0.746,0.293,114.506639713425,0.0841273342872166,114.506639713425,0.0841273342872166,1,1,32.82,32.82,32.85,32.85,0.481,0.481,0.483,0.483
"D08_Bouldin_Corn",2016-07-14 14:30:00,37.65,37.65,12.75,12.75,673.8,673.8,673.8,0.495036776772,1,673.8,0.495036776772,1,33.60263,33.60263,0.06821285,0.06821285,-0.0128525,-0.0128525,-0.03582039,-0.03582039,60.623457944587,60.623457944587,0.0445396871737329,60.623457944587,0.0445396871737329,0.746,0.293,45.2250996266619,45.2250996266619,0.0332266066316047,0.0332266066316047,1,1,33.53555,33.53555,0.06183951,0.06183951,-0.01273898,-0.01273898,-0.02891898,-0.02891898,75.3379680828358,75.3379680828358,0.0553503486023729,75.3379680828358,0.0553503486023729,0.746,0.293,56.2021241897955,56.2021241897955,0.0412913600573701,0.0412913600573701,1,1,67.9807130137114,67.9807130137114,0.746,0.293,50.7136119082287,0.0372589833444874,50.7136119082287,0.0372589833444874,1,1,32.81,32.81,32.85,32.85,0.481,0.481,0.482,0.482
"D08_Bouldin_Corn",2016-07-14 15:00:00,38.29,38.29,12.74,12.74,633.8,633.8,633.8,0.465649019172,1,633.8,0.465649019172,1,34.03436,34.03436,0.03872089,0.03872089,-0.006549298,-0.006549298,-0.008557606,-0.008557606,68.7093401805908,68.7093401805908,0.0504803358520786,68.7093401805908,0.0504803358520786,0.746,0.293,51.2571677747207,51.2571677747207,0.0376583305456506,0.0376583305456506,1,1,33.95454,33.95454,0.04002601,0.04002601,-0.006444036,-0.006444036,-0.009418103,-0.009418103,59.3699684295214,59.3699684295214,0.0436187560231607,59.3699684295214,0.0436187560231607,0.746,0.293,44.2899964484229,44.2899964484229,0.0325395919932779,0.0325395919932779,1,1,64.0396543050561,64.0396543050561,0.746,0.293,47.7735821115718,0.0350989612694642,47.7735821115718,0.0350989612694642,1,1,32.8,32.8,32.84,32.84,0.48,0.48,0.482,0.482
"D08_Bouldin_Corn",2016-07-14 15:30:00,38.9,38.9,12.81,12.81,589.1,589.1,589.1,0.432808200054,1,589.1,0.432808200054,1,34.42593,34.42593,0.02501478,0.02501478,-0.002872402,-0.002872402,-0.002984505,-0.002984505,36.1874883173701,36.1874883173701,0.0265867283705926,36.1874883173701,0.0265867283705926,0.746,0.293,26.9958662847581,26.9958662847581,0.0198336993644621,0.0198336993644621,1,1,34.32499,34.32499,0.02625501,0.02625501,-0.002332554,-0.002332554,-0.002444706,-0.002444706,29.7181530358024,29.7181530358024,0.0218337469433966,29.7181530358024,0.0218337469433966,0.746,0.293,22.1697421647086,22.1697421647086,0.0162879752197739,0.0162879752197739,1,1,32.9528206765863,32.9528206765863,0.746,0.293,24.5828042247334,0.018060837292118,24.5828042247334,0.018060837292118,1,1,32.77,32.77,32.82,32.82,0.479,0.479,0.481,0.481
"D08_Bouldin_Corn",2016-07-14 16:00:00,39.35,39.35,12.98,12.98,529.8,529.8,529.8,0.389240849412,1,529.8,0.389240849412,1,34.60538,34.60538,0.01439725,0.01439725,-0.001059319,-0.001059319,-0.0009829202,-0.0009829202,13.7616849559931,13.7616849559931,0.0101106265413573,13.7616849559931,0.0101106265413573,0.746,0.293,10.2662169771709,10.2662169771709,0.00754252739985255,0.00754252739985255,1,1,34.53789,34.53789,0.01296874,0.01296874,-0.0007803529,-0.0007803529,-0.0004905502,-0.0004905502,15.822413927239,15.822413927239,0.0116246316285141,15.822413927239,0.0116246316285141,0.746,0.293,11.8035207897203,11.8035207897203,0.0086719751948715,0.0086719751948715,1,1,14.792049441616,14.792049441616,0.746,0.293,11.0348688834456,0.00810725129736202,11.0348688834456,0.00810725129736202,1,1,32.76,32.76,32.82,32.82,0.479,0.479,0.481,0.481
"D08_Bouldin_Corn",2016-07-14 16:30:00,39.39,39.39,12.98,12.98,451.8,451.8,451.8,0.331934722092,1,451.8,0.331934722092,1,34.33905,34.33905,0.01277233,0.01277233,0.0002968914,0.0002968914,7.47497e-05,7.47497e-05,-23.2140885066549,-23.2140885066549,-0.017055250148463,-23.2140885066549,-0.017055250148463,0.746,0.293,-6.80172793244989,-6.80172793244989,-0.00499718829349966,-0.00499718829349966,1,1,34.30888,34.30888,0.01406225,0.01406225,0.0006017594,0.0006017594,0.0004945534,0.0004945534,-9.03593599525136,-9.03593599525136,-0.00663864741793904,-9.03593599525136,-0.00663864741793904,0.746,0.293,-2.64752924660865,-2.64752924660865,-0.00194512369345614,-0.00194512369345614,1,1,-16.1250122509531,-16.1250122509531,0.746,0.293,-4.72462858952927,-0.0034711559934779,-4.72462858952927,-0.0034711559934779,1,1,32.74,32.74,32.81,32.81,0.478,0.478,0.481,0.481
"D08_Bouldin_Corn",2016-07-14 17:00:00,38.64,38.64,12.99,12.99,380.2,380.2,380.2,0.279330635988,1,380.2,0.279330635988,1,33.72594,33.72594,0.02533178,0.02533178,0.003289407,0.003289407,0.001825284,0.001825284,-95.3460627952769,-95.3460627952769,-0.0700501745385494,-95.3460627952769,-0.0700501745385494,0.746,0.293,-27.9363963990161,-27.9363963990161,-0.020524701139795,-0.020524701139795,1,1,33.67972,33.67972,0.02474464,0.02474464,0.003778936,0.003778936,0.002075695,0.002075695,-107.19927524986,-107.19927524986,-0.0787586578984643,-107.19927524986,-0.0787586578984643,0.746,0.293,-31.409387648209,-31.409387648209,-0.02307628676425,-0.02307628676425,1,1,-101.272669022569,-101.272669022569,0.746,0.293,-29.6728920236126,-0.0218004939520225,-29.6728920236126,-0.0218004939520225,1,1,32.74,32.74,32.8,32.8,0.478,0.478,0.48,0.48
"D08_Bouldin_Corn",2016-07-14 17:30:00,37.82,37.82,12.99,12.99,320.7,320.7,320.7,0.235616346558,1,320.7,0.235616346558,1,33.46042,33.46042,0.03349234,0.03349234,0.004840057,0.004840057,0.002425712,0.002425712,-191.717879267826,-191.717879267826,-0.140853964087723,-191.717879267826,-0.140853964087723,0.746,0.293,-56.1733386254729,-56.1733386254729,-0.0412702114777029,-0.0412702114777029,1,1,33.39672,33.39672,0.03356915,0.03356915,0.005160434,0.005160434,0.002885337,0.002885337,-169.18287366906,-169.18287366906,-0.124297632036444,-169.18287366906,-0.124297632036444,0.746,0.293,-49.5705819850346,-49.5705819850346,-0.0364192061866781,-0.0364192061866781,1,1,-180.450376468443,-180.450376468443,0.746,0.293,-52.8719603052538,-0.0388447088321905,-52.8719603052538,-0.0388447088321905,1,1,32.73,32.73,32.78,32.78,0.477,0.477,0.48,0.48
"D08_Bouldin_Corn",2016-07-14 18:00:00,36.81,36.81,12.99,12.99,239.3,239.3,239.3,0.175812259842,1,239.3,0.175812259842,1,32.9461,32.9461,0.05873187,0.05873187,0.01169834,0.01169834,0.01037221,0.01037221,-257.334236662271,-257.334236662271,-0.189061904230296,-257.334236662271,-0.189061904230296,0.746,0.293,-75.3989313420454,-75.3989313420454,-0.0553951379394768,-0.0553951379394768,1,1,32.88101,32.88101,0.06385173,0.06385173,0.01366685,0.01366685,0.01295626,0.01295626,-281.27188916968,-281.27188916968,-0.206648752465315,-281.27188916968,-0.206648752465315,0.746,0.293,-82.4126635267161,-82.4126635267161,-0.0605480844723374,-0.0605480844723374,1,1,-269.303062915975,-269.303062915975,0.746,0.293,-78.9057974343807,-0.0579716112059071,-78.9057974343807,-0.0579716112059071,1,1,32.71,32.71,32.78,32.78,0.477,0.477,0.479,0.479
"D08_Bouldin_Corn",2016-07-14 18:30:00,35.48,35.48,12.93,12.93,149.4,149.4,149.4,0.109763274636,1,149.4,0.109763274636,1,31.897,31.897,0.06499728,0.06499728,0.01437452,0.01437452,0.017178,0.017178,-207.824257277671,-207.824257277671,-0.152687222406906,-207.824257277671,-0.152687222406906,0.746,0.293,-60.8925073823575,-60.8925073823575,-0.0447373561652233,-0.0447373561652233,1,1,31.83513,31.83513,0.06694574,0.06694574,0.01444589,0.01444589,0.0152896,0.0152896,-258.010076084803,-258.010076084803,-0.189558439358443,-258.010076084803,-0.189558439358443,0.746,0.293,-75.5969522928472,-75.5969522928472,-0.0555406227320239,-0.0555406227320239,1,1,-232.917166681237,-232.917166681237,0.746,0.293,-68.2447298376023,-0.0501389894486236,-68.2447298376023,-0.0501389894486236,1,1,32.73,32.73,32.78,32.78,0.477,0.477,0.479,0.479
