"stationName","date","ET_EC_gf","ET_EC_gf_count","ET_EC_gf_Dgf","ET_EC_gf_Dgf2","ET_EC_gf_Dqc","ET_EC_qc","ET_EC_qc_count","ET_EC_qc_Dgf","ET_EC_qc_Dqc","ET_SR_aH_gf","ET_SR_aH_gf_count","ET_SR_aH_gf_Dgf","ET_SR_aH_gf_Dgf2","ET_SR_aH_gf_Dqc","ET_SR_aH_qc","ET_SR_aH_qc_count","ET_SR_aH_qc_Dgf","ET_SR_aH_qc_Dqc","ET_Tc_aH_gf","ET_Tc_aH_gf_count","ET_Tc_aH_gf_Dgf","ET_Tc_aH_gf_Dgf2","ET_Tc_aH_gf_Dqc","ET_Tc_aH_qc","ET_Tc_aH_qc_count","ET_Tc_aH_qc_Dgf","ET_Tc_aH_qc_Dqc","ET_Tn_aH_gf","ET_Tn_aH_gf_count","ET_Tn_aH_gf_Dgf","ET_Tn_aH_gf_Dgf2","ET_Tn_aH_gf_Dqc","ET_Tn_aH_qc","ET_Tn_aH_qc_count","ET_Tn_aH_qc_Dgf","ET_Tn_aH_qc_Dqc","ETo_mm","G_gf_count","G_gf_mm","G_gf_mm_Dgf","G_gf_mm_Dqc","G_qc_count","G_qc_mm","G_qc_mm_Dqc","H_ECrot_gf_count","H_ECrot_gf_mm","H_ECrot_gf_mm_Dgf","H_ECrot_gf_mm_Dqc","H_ECrot_qc_count","H_ECrot_qc_mm","H_ECrot_qc_mm_Dqc","Ka_EC","Ka_SR","Ka_Tc","Ka_Tn","Rn_Avg_gf_count","Rn_Avg_gf_mm","Rn_Avg_gf_mm_Dgf","Rn_Avg_gf_mm_Dqc","Rn_Avg_qc_count","Rn_Avg_qc_mm","Rn_Avg_qc_mm_Dqc","SR_aH_gf_count","SR_aH_gf_mm","SR_aH_gf_mm_Dgf","SR_aH_gf_mm_Dqc","SR_aH_qc_count","SR_aH_qc_mm","SR_aH_qc_mm_Dqc","Tc_aH_gf_count","Tc_aH_gf_mm","Tc_aH_gf_mm_Dgf","Tc_aH_gf_mm_Dqc","Tc_aH_qc_count","Tc_aH_qc_mm","Tc_aH_qc_mm_Dqc","Tc_H_gf_mm","Tc_H_qc_mm","Tn_aH_gf_count","Tn_aH_gf_mm","Tn_aH_gf_mm_Dgf","Tn_aH_gf_mm_Dqc","Tn_aH_qc_count","Tn_aH_qc_mm","Tn_aH_qc_mm_Dqc","Tn_H_gf_mm","Tn_H_qc_mm"
"D13_Roberts_Alfalfa","2016-07-18",NA,7,NA,NA,NA,NA,7,NA,NA,NA,16,NA,NA,NA,NA,16,NA,NA,NA,16,NA,NA,NA,NA,16,NA,NA,NA,16,NA,NA,NA,NA,16,NA,NA,6.31,17,NA,0,NA,17,NA,NA,7,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,18,0.4814963674578,NA,NA,18,0.4814963674578,NA,16,NA,NA,NA,16,NA,NA,16,NA,NA,NA,16,NA,NA,NA,NA,16,NA,NA,NA,16,NA,NA,NA,NA
"D13_Roberts_Alfalfa","2016-07-19",NA,27,NA,NA,NA,NA,27,NA,NA,2.46746510216109,48,2.46746510216109,2.46746510216109,2.46746510216109,2.46746510216109,48,2.46746510216109,2.46746510216109,2.49973095586379,48,2.44481657731852,2.44481657731852,2.49973095586379,2.49973095586379,48,2.44481657731852,2.49973095586379,2.5520304662525,48,2.49711608770722,2.49711608770722,2.5520304662525,2.5520304662525,48,2.49711608770722,2.5520304662525,6.58,48,0.0549143785452728,0.0549143785452728,0.0549143785452728,48,0.0549143785452728,0.0549143785452728,27,NA,NA,NA,27,NA,NA,NA,0.374994696377066,0.371552671325003,0.379500925183468,48,4.97230499407446,4.97230499407446,4.97230499407446,48,4.97230499407446,4.97230499407446,48,2.44992551336809,2.44992551336809,2.44992551336809,48,2.44992551336809,2.44992551336809,48,2.47257403821067,2.47257403821067,2.47257403821067,48,2.47257403821067,2.47257403821067,2.83314275852693,2.83314275852693,48,2.42027452782196,2.42027452782196,2.42027452782196,48,2.42027452782196,2.42027452782196,2.80011068235724,2.80011068235724
"D13_Roberts_Alfalfa","2016-07-20",NA,27,NA,NA,NA,NA,27,NA,NA,2.22926122709946,48,2.22926122709946,2.22926122709946,2.22926122709946,2.22690818570461,48,2.22926122709946,2.22690818570461,2.39769479705868,48,2.25569373029471,2.25569373029471,2.39769479705868,NA,47,2.25569373029471,NA,2.35698989689267,48,2.2149888301287,2.2149888301287,2.35698989689267,NA,46,2.2149888301287,NA,7.01,48,0.142001066763967,0.142001066763967,0.142001066763967,48,0.142001066763967,0.142001066763967,27,NA,NA,NA,27,NA,NA,NA,0.31801158731804,0.321782272509945,0.315975582044037,48,5.0014620577773,5.0014620577773,5.0014620577773,48,5.0014620577773,5.0014620577773,48,2.63019976391387,2.63019976391387,2.63019976391387,48,2.63255280530872,2.63255280530872,48,2.60376726071862,2.60376726071862,2.60376726071862,47,NA,NA,3.01465067381495,NA,48,2.64447216088463,2.64447216088463,2.64447216088463,46,NA,NA,3.12540742049846,NA
"D13_Roberts_Alfalfa","2016-07-21",NA,27,NA,NA,NA,NA,27,NA,NA,2.4144834434668,48,2.4144834434668,2.4144834434668,2.4144834434668,2.4144834434668,48,2.4144834434668,2.4144834434668,2.37517928796861,48,2.33692329777807,2.33692329777807,2.37517928796861,2.37517928796861,48,2.33692329777807,2.37517928796861,2.53741909377638,48,2.49916310358584,2.49916310358584,2.53741909377638,2.53741909377638,48,2.49916310358584,2.53741909377638,7.22,48,0.0382559901905346,0.0382559901905346,0.0382559901905346,48,0.0382559901905346,0.0382559901905346,27,NA,NA,NA,27,NA,NA,NA,0.334415989399833,0.323673586949871,0.346144474180864,48,4.88081576180808,4.88081576180808,4.88081576180808,48,4.88081576180808,4.88081576180808,48,2.42807632815075,2.42807632815075,2.42807632815075,48,2.42807632815075,2.42807632815075,48,2.50563647383947,2.50563647383947,2.50563647383947,48,2.50563647383947,2.50563647383947,2.8638300507713,2.8638300507713,48,2.3433966680317,2.3433966680317,2.3433966680317,48,2.3433966680317,2.3433966680317,2.71446290477135,2.71446290477135
"D13_Roberts_Alfalfa","2016-07-22",NA,37,NA,NA,NA,NA,36,NA,NA,2.11755161104391,48,2.11755161104391,2.11755161104391,2.11755161104391,NA,47,2.11755161104391,NA,2.21713599587275,48,2.14517899057273,2.14517899057273,2.21713599587275,NA,47,2.14517899057273,NA,2.17821070096789,48,2.10625369566787,2.10625369566787,2.17821070096789,NA,47,2.10625369566787,NA,7.08,48,0.0719570053000185,0.0719570053000185,0.0719570053000185,48,0.0719570053000185,0.0719570053000185,37,NA,NA,NA,36,NA,NA,NA,0.299089210599422,0.302991382849256,0.297493459840095,48,5.00592679285068,5.00592679285068,5.00592679285068,48,5.00592679285068,5.00592679285068,48,2.81641817650675,2.81641817650675,2.81641817650675,47,NA,NA,48,2.78879079697793,2.78879079697793,2.78879079697793,47,NA,NA,3.31871867770601,NA,48,2.82771609188279,2.82771609188279,2.82771609188279,47,NA,NA,3.43601282593523,NA
"D13_Roberts_Alfalfa","2016-07-23",2.32288030108954,48,2.32288030108954,2.32288030108954,2.32288030108954,2.32288030108954,48,2.32288030108954,2.32288030108954,2.01019777423564,48,2.01019777423564,2.01019777423564,2.01019777423564,2.00975565005355,48,2.01019777423564,2.00975565005355,2.33027544471709,48,2.05152368714564,2.05152368714564,2.33027544471709,NA,47,2.05152368714564,NA,2.25665923493145,48,1.97790747736001,1.97790747736001,2.25665923493145,NA,47,1.97790747736001,NA,7.67,48,0.278751757571448,0.278751757571448,0.278751757571448,48,0.278751757571448,0.278751757571448,48,2.08888034003253,2.08888034003253,2.08888034003253,48,2.08888034003253,2.08888034003253,0.302852712006459,0.262085759352756,0.267473753213252,0.257875811911344,48,4.69051239869352,4.69051239869352,4.69051239869352,48,4.69051239869352,4.69051239869352,48,2.40156286688643,2.40156286688643,2.40156286688643,48,2.40200499106852,2.40200499106852,48,2.36023695397643,2.36023695397643,2.36023695397643,47,NA,NA,2.70655320518256,NA,48,2.43385316376207,2.43385316376207,2.43385316376207,47,NA,NA,2.83242000601221,NA
"D13_Roberts_Alfalfa","2016-07-24",2.6217452828913,48,2.6217452828913,2.6217452828913,2.6217452828913,2.6217452828913,48,2.6217452828913,2.6217452828913,3.39796472734211,48,3.39796472734211,3.39796472734211,3.39796472734211,3.39796472734211,48,3.39796472734211,3.39796472734211,3.86646669713008,48,3.38656001307271,3.38656001307271,3.86646669713008,3.86646669713008,48,3.38656001307271,3.86646669713008,3.8881914463198,48,3.40828476226243,3.40828476226243,3.8881914463198,3.8881914463198,48,3.40828476226243,3.8881914463198,7.32,48,0.479906684057371,0.479906684057371,0.479906684057371,48,0.479906684057371,0.479906684057371,48,1.57072230775413,1.57072230775413,1.57072230775413,48,1.57072230775413,1.57072230775413,0.358161923892254,0.464202831604113,0.462644810529058,0.465612672440223,48,4.6723742747028,4.6723742747028,4.6723742747028,48,4.6723742747028,4.6723742747028,48,0.79450286330332,0.79450286330332,0.79450286330332,48,0.79450286330332,0.79450286330332,48,0.805907577572725,0.805907577572725,0.805907577572725,48,0.805907577572725,0.805907577572725,0.850795781401757,0.850795781401757,48,0.784182828382998,0.784182828382998,0.784182828382998,48,0.784182828382998,0.784182828382998,0.822956185069088,0.822956185069088
"D13_Roberts_Alfalfa","2016-07-25",5.26190632948894,48,5.26190632948894,5.26190632948894,5.26190632948894,5.26190632948894,48,5.26190632948894,5.26190632948894,5.20085432225451,48,5.20085432225451,5.20085432225451,5.20085432225451,5.20085432225451,48,5.20085432225451,5.20085432225451,5.17721466287584,48,5.17049847291721,5.17049847291721,5.17721466287584,5.17721466287584,48,5.17049847291721,5.17721466287584,5.23238220970518,48,5.22566601974655,5.22566601974655,5.23238220970518,5.23238220970518,48,5.22566601974655,5.23238220970518,7.27,48,0.00671618995863129,0.00671618995863129,0.00671618995863129,48,0.00671618995863129,0.00671618995863129,48,0.62599153261499,0.62599153261499,0.62599153261499,48,0.62599153261499,0.62599153261499,0.723783539131904,0.715385738962106,0.711210243867567,0.71879862720035,48,5.89461405206256,5.89461405206256,5.89461405206256,48,5.89461405206256,5.89461405206256,48,0.68704353984942,0.68704353984942,0.68704353984942,48,0.68704353984942,0.68704353984942,48,0.71739938918672,0.71739938918672,0.71739938918672,48,0.71739938918672,0.71739938918672,0.717945377859346,0.717945377859346,48,0.662231842357381,0.662231842357381,0.662231842357381,48,0.662231842357381,0.662231842357381,0.619415768781641,0.619415768781641
"D13_Roberts_Alfalfa","2016-07-26",4.38188433094765,48,4.38188433094765,4.38188433094765,4.38188433094765,4.38188433094765,48,4.38188433094765,4.38188433094765,4.51402469627028,48,4.51402469627028,4.51402469627028,4.51402469627028,4.51482744377532,48,4.51402469627028,4.51482744377532,4.85612430340788,48,4.50452842862427,4.50452842862427,4.85612430340788,4.85612430340788,48,4.50452842862427,4.85612430340788,4.87219664458751,48,4.5206007698039,4.5206007698039,4.87219664458751,NA,46,4.5206007698039,NA,7.25,48,0.351595874783606,0.351595874783606,0.351595874783606,48,0.351595874783606,0.351595874783606,48,0.746518872313527,0.746518872313527,0.746518872313527,48,0.746518872313527,0.746518872313527,0.6043978387514,0.62262409603728,0.621314266017141,0.623531140662607,48,5.47999907804478,5.47999907804478,5.47999907804478,48,5.47999907804478,5.47999907804478,48,0.61437850699089,0.61437850699089,0.61437850699089,48,0.613575759485858,0.613575759485858,48,0.623874774636903,0.623874774636903,0.623874774636903,48,0.623874774636903,0.623874774636903,0.615938181584331,0.615938181584331,48,0.60780243345727,0.60780243345727,0.60780243345727,46,NA,NA,0.587916477550678,NA
"D13_Roberts_Alfalfa","2016-07-27",4.52173405729774,48,4.52173405729774,4.52173405729774,4.52173405729774,4.52173405729774,48,4.52173405729774,4.52173405729774,4.61400903857728,48,4.61400903857728,4.61400903857728,4.61400903857728,4.61400903857728,48,4.61400903857728,4.61400903857728,4.842439285197,48,4.6475319249564,4.6475319249564,4.842439285197,4.842439285197,48,4.6475319249564,4.842439285197,4.77155849461314,48,4.57665113437255,4.57665113437255,4.77155849461314,4.77155849461314,48,4.57665113437255,4.77155849461314,7.61,48,0.194907360240594,0.194907360240594,0.194907360240594,48,0.194907360240594,0.194907360240594,48,0.60225691211901,0.60225691211901,0.60225691211901,48,0.60225691211901,0.60225691211901,0.59418318755555,0.606308677868237,0.610713787773509,0.601399623439231,48,5.31889832965734,5.31889832965734,5.31889832965734,48,5.31889832965734,5.31889832965734,48,0.509981930839464,0.509981930839464,0.509981930839464,48,0.509981930839464,0.509981930839464,48,0.476459044460344,0.476459044460344,0.476459044460344,48,0.476459044460344,0.476459044460344,0.42501374011566,0.42501374011566,48,0.5473398350442,0.5473398350442,0.5473398350442,48,0.5473398350442,0.5473398350442,0.490949916568014,0.490949916568014
