"stationName","date","Rn_Avg_qc_mm","Rn_Avg_qc_count","Rn_Avg_gf_mm","Rn_Avg_gf_count","Rn_Avg_qc_mm_Dqc","Rn_Avg_gf_mm_Dqc","Rn_Avg_gf_mm_Dgf","Tc_H_qc_mm","Tc_H_gf_mm","Tc_aH_qc_mm","Tc_aH_qc_count","Tc_aH_gf_mm","Tc_aH_gf_count","Tc_aH_qc_mm_Dqc","Tc_aH_gf_mm_Dqc","Tc_aH_gf_mm_Dgf","ET_Tc_aH_qc_Dqc","ET_Tc_aH_gf_Dqc","ET_Tc_aH_qc_Dgf","ET_Tc_aH_gf_Dgf","ET_Tc_aH_gf_Dgf2","Tn_H_qc_mm","Tn_H_gf_mm","Tn_aH_qc_mm","Tn_aH_qc_count","Tn_aH_gf_mm","Tn_aH_gf_count","Tn_aH_qc_mm_Dqc","Tn_aH_gf_mm_Dqc","Tn_aH_gf_mm_Dgf","ET_Tn_aH_qc_Dqc","ET_Tn_aH_gf_Dqc","ET_Tn_aH_qc_Dgf","ET_Tn_aH_gf_Dgf","ET_Tn_aH_gf_Dgf2","SR_aH_qc_mm","SR_aH_qc_count","SR_aH_gf_mm","SR_aH_gf_count","SR_aH_qc_mm_Dqc","SR_aH_gf_mm_Dqc","ET_SR_aH_qc_Dqc","ET_SR_aH_gf_Dqc","SR_aH_gf_mm_Dgf","ET_SR_aH_qc_Dgf","ET_SR_aH_gf_Dgf","ET_SR_aH_gf_Dgf2","ETo_mm","Ka_Tc","Ka_Tn","Ka_SR"
"D14_Twitchell_Alfalfa","2016-08-10",3.7700011367766,29,3.7700011367766,29,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,6.09,NA,NA,NA
"D14_Twitchell_Alfalfa","2016-08-11",4.26333195421992,48,4.26333195421992,48,4.26333195421992,4.26333195421992,4.26333195421992,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,4.03287488964537,4.03287488964537,3.36348645612214,48,3.36348645612214,48,3.36348645612214,3.36348645612214,3.36348645612214,0.899845498097783,0.899845498097783,0.899845498097783,0.899845498097783,0.899845498097783,3.36348645612214,48,3.36348645612214,48,3.36348645612214,3.36348645612214,0.899845498097783,0.899845498097783,3.36348645612214,0.899845498097783,0.899845498097783,0.899845498097783,6.23,NA,0.144437479630463,0.144437479630463
"D14_Twitchell_Alfalfa","2016-08-12",4.22484060400938,48,4.22484060400938,48,4.22484060400938,4.22484060400938,4.22484060400938,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.81195097924652,NA,47,3.25664278799931,48,NA,3.25664278799931,3.25664278799931,NA,0.968197816010065,0.968197816010065,0.968197816010065,0.968197816010065,NA,47,3.25664278799931,48,NA,3.25664278799931,NA,0.968197816010065,3.25664278799931,0.968197816010065,0.968197816010065,0.968197816010065,6.44,NA,0.15034127577796,0.15034127577796
"D14_Twitchell_Alfalfa","2016-08-13",4.11159047193414,48,4.11159047193414,48,4.11159047193414,4.11159047193414,4.11159047193414,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01246089700958,NA,47,2.7053180387317,48,NA,2.7053180387317,2.7053180387317,NA,1.40627243320244,1.40627243320244,1.40627243320244,1.40627243320244,NA,47,2.7053180387317,48,NA,2.7053180387317,NA,1.40627243320244,2.7053180387317,1.40627243320244,1.40627243320244,1.40627243320244,6.82,NA,0.206198303988628,0.206198303988628
"D14_Twitchell_Alfalfa","2016-08-14",4.09690614415536,48,4.09690614415536,48,4.09690614415536,4.09690614415536,4.09690614415536,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14842381180974,NA,45,2.69575786956257,48,NA,2.69575786956257,2.69575786956257,NA,1.40114827459279,1.40114827459279,1.40114827459279,1.40114827459279,NA,45,2.69575786956257,48,NA,2.69575786956257,NA,1.40114827459279,2.69575786956257,1.40114827459279,1.40114827459279,1.40114827459279,6.98,NA,0.20073757515656,0.20073757515656
"D14_Twitchell_Alfalfa","2016-08-15",3.9028889031741,48,3.9028889031741,48,3.9028889031741,3.9028889031741,3.9028889031741,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3.565399814061,3.565399814061,3.0037035995602,48,3.0037035995602,48,3.0037035995602,3.0037035995602,3.0037035995602,0.8991853036139,0.8991853036139,0.8991853036139,0.8991853036139,0.8991853036139,3.0037035995602,48,3.0037035995602,48,3.0037035995602,3.0037035995602,0.8991853036139,0.8991853036139,3.0037035995602,0.8991853036139,0.8991853036139,0.8991853036139,6.31,NA,0.142501632902361,0.142501632902361
"D14_Twitchell_Alfalfa","2016-08-16",4.07695112205102,48,4.07695112205102,48,4.07695112205102,4.07695112205102,4.07695112205102,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3.30424036922402,3.30424036922402,2.80405869381014,48,2.80405869381014,48,2.80405869381014,2.80405869381014,2.80405869381014,1.27289242824088,1.27289242824088,1.27289242824088,1.27289242824088,1.27289242824088,2.80405869381014,48,2.80405869381014,48,2.80405869381014,2.80405869381014,1.27289242824088,1.27289242824088,2.80405869381014,1.27289242824088,1.27289242824088,1.27289242824088,6.36,NA,0.200140318905799,0.200140318905799
"D14_Twitchell_Alfalfa","2016-08-17",4.19687154040752,48,4.19687154040752,48,4.19687154040752,4.19687154040752,4.19687154040752,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1.83694595667183,1.83694595667183,1.60352838190202,48,1.60352838190202,48,1.60352838190202,1.60352838190202,1.60352838190202,2.5933431585055,2.5933431585055,2.5933431585055,2.5933431585055,2.5933431585055,1.60352838190202,48,1.60352838190202,48,1.60352838190202,1.60352838190202,2.5933431585055,2.5933431585055,1.60352838190202,2.5933431585055,2.5933431585055,2.5933431585055,6.26,NA,0.414272070048803,0.414272070048803
"D14_Twitchell_Alfalfa","2016-08-18",3.91676580231282,48,3.91676580231282,48,3.91676580231282,3.91676580231282,3.91676580231282,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2.13551570922347,2.13551570922347,1.87540215652159,48,1.87540215652159,48,1.87540215652159,1.87540215652159,1.87540215652159,2.04136364579123,2.04136364579123,2.04136364579123,2.04136364579123,2.04136364579123,1.87540215652159,48,1.87540215652159,48,1.87540215652159,1.87540215652159,2.04136364579123,2.04136364579123,1.87540215652159,2.04136364579123,2.04136364579123,2.04136364579123,6.21,NA,0.328722004153177,0.328722004153177
"D14_Twitchell_Alfalfa","2016-08-19",4.07764467313038,48,4.07764467313038,48,4.07764467313038,4.07764467313038,4.07764467313038,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2.94754956702424,2.94754956702424,2.45245412885729,48,2.45245412885729,48,2.45245412885729,2.45245412885729,2.45245412885729,1.62519054427309,1.62519054427309,1.62519054427309,1.62519054427309,1.62519054427309,2.45245412885729,48,2.45245412885729,48,2.45245412885729,2.45245412885729,1.62519054427309,1.62519054427309,2.45245412885729,1.62519054427309,1.62519054427309,1.62519054427309,6.16,NA,0.263829633810567,0.263829633810567
"D14_Twitchell_Alfalfa","2016-08-20",4.07933740796814,48,4.07933740796814,48,4.07933740796814,4.07933740796814,4.07933740796814,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2.78203547143468,2.78203547143468,2.33463398107579,48,2.33463398107579,48,2.33463398107579,2.33463398107579,2.33463398107579,1.74470342689235,1.74470342689235,1.74470342689235,1.74470342689235,1.74470342689235,2.33463398107579,48,2.33463398107579,48,2.33463398107579,2.33463398107579,1.74470342689235,1.74470342689235,2.33463398107579,1.74470342689235,1.74470342689235,1.74470342689235,6.04,NA,0.288858183260322,0.288858183260322
"D14_Twitchell_Alfalfa","2016-08-21",4.1171293295478,48,4.1171293295478,48,4.1171293295478,4.1171293295478,4.1171293295478,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.83275146988932,NA,47,2.32494800707863,48,NA,2.32494800707863,2.32494800707863,NA,1.79218132246917,1.79218132246917,1.79218132246917,1.79218132246917,NA,47,2.32494800707863,48,NA,2.32494800707863,NA,1.79218132246917,2.32494800707863,1.79218132246917,1.79218132246917,1.79218132246917,6.09,NA,0.29428264736768,0.29428264736768
"D14_Twitchell_Alfalfa","2016-08-22",3.57608748764088,48,3.57608748764088,48,3.57608748764088,3.57608748764088,3.57608748764088,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1.89447635737223,1.89447635737223,1.61533554265142,48,1.61533554265142,48,1.61533554265142,1.61533554265142,1.61533554265142,1.96075194498946,1.96075194498946,1.96075194498946,1.96075194498946,1.96075194498946,1.61533554265142,48,1.61533554265142,48,1.61533554265142,1.61533554265142,1.96075194498946,1.96075194498946,1.61533554265142,1.96075194498946,1.96075194498946,1.96075194498946,5.86,NA,0.334599308018679,0.334599308018679
