"stationName","date","Rn_Avg_qc_mm","Rn_Avg_qc_count","Rn_Avg_gf_mm","Rn_Avg_gf_count","Rn_Avg_qc_mm_Dqc","Rn_Avg_gf_mm_Dqc","Rn_Avg_gf_mm_Dgf","Tc_H_qc_mm","Tc_H_gf_mm","Tc_aH_qc_mm","Tc_aH_qc_count","Tc_aH_gf_mm","Tc_aH_gf_count","Tc_aH_qc_mm_Dqc","Tc_aH_gf_mm_Dqc","Tc_aH_gf_mm_Dgf","ET_Tc_aH_qc_Dqc","ET_Tc_aH_gf_Dqc","ET_Tc_aH_qc_Dgf","ET_Tc_aH_gf_Dgf","ET_Tc_aH_gf_Dgf2","Tn_H_qc_mm","Tn_H_gf_mm","Tn_aH_qc_mm","Tn_aH_qc_count","Tn_aH_gf_mm","Tn_aH_gf_count","Tn_aH_qc_mm_Dqc","Tn_aH_gf_mm_Dqc","Tn_aH_gf_mm_Dgf","ET_Tn_aH_qc_Dqc","ET_Tn_aH_gf_Dqc","ET_Tn_aH_qc_Dgf","ET_Tn_aH_gf_Dgf","ET_Tn_aH_gf_Dgf2","SR_aH_qc_mm","SR_aH_qc_count","SR_aH_gf_mm","SR_aH_gf_count","SR_aH_qc_mm_Dqc","SR_aH_gf_mm_Dqc","ET_SR_aH_qc_Dqc","ET_SR_aH_gf_Dqc","SR_aH_gf_mm_Dgf","ET_SR_aH_qc_Dgf","ET_SR_aH_gf_Dgf","ET_SR_aH_gf_Dgf2","ETo_mm","Ka_Tc","Ka_Tn","Ka_SR"
"D04_Jersey_Pasture","2016-06-08",4.0448648336094,27,4.0448648336094,27,NA,NA,NA,NA,NA,NA,24,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.71355298443925,NA,25,1.23614370618538,27,NA,NA,NA,NA,NA,NA,NA,NA,1.25465410322081,27,1.23534528593804,27,NA,NA,NA,NA,NA,NA,NA,NA,6.09,NA,NA,NA
"D04_Jersey_Pasture","2016-06-09",5.92638442210998,48,5.92638442210998,48,5.92638442210998,5.92638442210998,5.92638442210998,NA,3.32545025750344,NA,42,2.44196385088301,48,NA,2.44196385088301,2.44196385088301,NA,3.48442057122697,3.48442057122697,3.48442057122697,3.48442057122697,NA,3.63813435661698,NA,41,2.63037351058556,48,NA,2.63037351058556,2.63037351058556,NA,3.29601091152442,3.29601091152442,3.29601091152442,3.29601091152442,NA,46,2.53616868073428,48,NA,2.53616868073428,NA,3.3902157413757,2.53616868073428,3.3902157413757,3.3902157413757,3.3902157413757,5.84,0.59664735808681,0.564385430055552,0.580516394071181
"D04_Jersey_Pasture","2016-06-10",5.79865347247734,48,5.79865347247734,48,5.79865347247734,5.79865347247734,5.79865347247734,NA,NA,NA,36,NA,40,NA,NA,1.34684484456149,NA,4.45180862791585,NA,4.45180862791585,4.45180862791585,NA,2.21025346048925,NA,38,1.7143617983981,48,NA,1.7143617983981,1.7143617983981,NA,4.08429167407924,4.08429167407924,4.08429167407924,4.08429167407924,NA,39,1.70973460861773,48,NA,1.70973460861773,NA,4.08891886385961,1.70973460861773,4.08891886385961,4.08891886385961,4.08891886385961,6.33,NA,0.645227752619153,0.645958746265341
"D04_Jersey_Pasture","2016-06-11",5.74580326390344,48,5.74580326390344,48,5.74580326390344,5.74580326390344,5.74580326390344,NA,-0.0670704754253328,NA,45,0.251725838239964,48,NA,0.251725838239964,0.251725838239964,NA,5.49407742566348,5.49407742566348,5.49407742566348,5.49407742566348,NA,0.195334805452864,NA,44,0.412971664056596,48,NA,0.412971664056596,0.412971664056596,NA,5.33283159984684,5.33283159984684,5.33283159984684,5.33283159984684,NA,45,0.332348531660062,48,NA,0.332348531660062,NA,5.41345473224338,0.332348531660062,5.41345473224338,5.41345473224338,5.41345473224338,6.62,0.829921061278471,0.805563685777469,0.81774240668329
"D04_Jersey_Pasture","2016-06-12",5.995910713734,48,5.995910713734,48,5.995910713734,5.995910713734,5.995910713734,NA,3.27999562609017,NA,36,2.30380431657333,48,NA,2.30380431657333,2.30380431657333,NA,3.69210639716067,3.69210639716067,3.69210639716067,3.69210639716067,NA,3.0189504584863,NA,33,2.12057302154244,48,NA,2.12057302154244,2.12057302154244,NA,3.87533769219156,3.87533769219156,3.87533769219156,3.87533769219156,NA,41,2.21218866905789,48,NA,2.21218866905789,NA,3.78372204467611,2.21218866905789,3.78372204467611,3.78372204467611,3.78372204467611,6.58,0.561110394705269,0.588957096077744,0.575033745391507
"D04_Jersey_Pasture","2016-06-13",6.11062288674984,48,6.11062288674984,48,6.11062288674984,6.11062288674984,6.11062288674984,NA,3.65797423561949,NA,41,2.55783308830318,48,NA,2.55783308830318,2.55783308830318,NA,3.55278979844666,3.55278979844666,3.55278979844666,3.55278979844666,NA,3.36314132487773,NA,40,2.37045909714489,48,NA,2.37045909714489,2.37045909714489,NA,3.74016378960495,3.74016378960495,3.74016378960495,3.74016378960495,NA,46,2.46414609272404,48,NA,2.46414609272404,NA,3.6464767940258,2.46414609272404,3.6464767940258,3.6464767940258,3.6464767940258,6.27,0.566633141698031,0.596517350814187,0.581575246256109
"D04_Jersey_Pasture","2016-06-14",5.51665295871138,48,5.51665295871138,48,5.51665295871138,5.51665295871138,5.51665295871138,3.03938685331523,3.03938685331523,2.2179563603232,48,2.2179563603232,48,2.2179563603232,2.2179563603232,2.2179563603232,3.29869659838818,3.29869659838818,3.29869659838818,3.29869659838818,3.29869659838818,2.79613117470064,2.79613117470064,2.05605396033145,48,2.05605396033145,48,2.05605396033145,2.05605396033145,2.05605396033145,3.46059899837993,3.46059899837993,3.46059899837993,3.46059899837993,3.46059899837993,2.13700516032733,48,2.13700516032733,48,2.13700516032733,2.13700516032733,3.37964779838405,3.37964779838405,2.13700516032733,3.37964779838405,3.37964779838405,3.37964779838405,6.19,0.532907366460126,0.559062843033915,0.54598510474702
"D04_Jersey_Pasture","2016-06-15",5.6134437424488,48,5.6134437424488,48,5.6134437424488,5.6134437424488,5.6134437424488,3.24058904544465,3.24058904544465,2.29803039844035,48,2.29803039844035,48,2.29803039844035,2.29803039844035,2.29803039844035,3.31541334400845,3.31541334400845,3.31541334400845,3.31541334400845,3.31541334400845,NA,3.26705053676093,NA,47,2.31042349163558,48,NA,2.31042349163558,2.31042349163558,NA,3.30302025081322,3.30302025081322,3.30302025081322,3.30302025081322,2.30508217673868,48,2.30422694503796,48,2.30508217673868,2.30422694503796,3.30836156571012,3.30921679741084,2.30422694503796,3.30921679741084,3.30921679741084,3.30921679741084,5.28,0.627919193940994,0.625572017199474,0.626745605570234
"D04_Jersey_Pasture","2016-06-16",5.59699174105038,48,5.59699174105038,48,5.59699174105038,5.59699174105038,5.59699174105038,NA,1.39432964759008,NA,46,1.00992289774326,48,NA,1.00992289774326,1.00992289774326,NA,4.58706884330712,4.58706884330712,4.58706884330712,4.58706884330712,1.13550026157251,1.13550026157251,0.841498890456332,48,0.841498890456332,48,0.841498890456332,0.841498890456332,0.841498890456332,4.75549285059405,4.75549285059405,4.75549285059405,4.75549285059405,4.75549285059405,0.924966482800613,48,0.925703504208485,48,0.924966482800613,0.925703504208485,4.67202525824977,4.6712882368419,0.925703504208485,4.6712882368419,4.6712882368419,4.6712882368419,5.21,0.880435478561827,0.912762543300201,0.896600429336256
"D04_Jersey_Pasture","2016-06-17",5.2334784040293,48,5.2334784040293,48,5.2334784040293,5.2334784040293,5.2334784040293,2.87476886342862,2.87476886342862,1.98395115631402,48,1.98395115631402,48,1.98395115631402,1.98395115631402,1.98395115631402,3.24952724771528,3.24952724771528,3.24952724771528,3.24952724771528,3.24952724771528,NA,3.05230686060857,NA,47,2.10006763077402,48,NA,2.10006763077402,2.10006763077402,NA,3.13341077325528,3.13341077325528,3.13341077325528,3.13341077325528,2.03044759260218,48,2.04200939354402,48,2.03044759260218,2.04200939354402,3.20303081142712,3.19146901048528,2.04200939354402,3.19146901048528,3.19146901048528,3.19146901048528,4.88,0.665886731089196,0.642092371568704,0.65398955132895
