"stationName","date","Rn_Avg_qc_mm","Rn_Avg_qc_count","Rn_Avg_gf_mm","Rn_Avg_gf_count","Rn_Avg_qc_mm_Dqc","Rn_Avg_gf_mm_Dqc","Rn_Avg_gf_mm_Dgf","Tc_H_qc_mm","Tc_H_gf_mm","Tc_aH_qc_mm","Tc_aH_qc_count","Tc_aH_gf_mm","Tc_aH_gf_count","Tc_aH_qc_mm_Dqc","Tc_aH_gf_mm_Dqc","Tc_aH_gf_mm_Dgf","ET_Tc_aH_qc_Dqc","ET_Tc_aH_gf_Dqc","ET_Tc_aH_qc_Dgf","ET_Tc_aH_gf_Dgf","ET_Tc_aH_gf_Dgf2","Tn_H_qc_mm","Tn_H_gf_mm","Tn_aH_qc_mm","Tn_aH_qc_count","Tn_aH_gf_mm","Tn_aH_gf_count","Tn_aH_qc_mm_Dqc","Tn_aH_gf_mm_Dqc","Tn_aH_gf_mm_Dgf","ET_Tn_aH_qc_Dqc","ET_Tn_aH_gf_Dqc","ET_Tn_aH_qc_Dgf","ET_Tn_aH_gf_Dgf","ET_Tn_aH_gf_Dgf2","SR_aH_qc_mm","SR_aH_qc_count","SR_aH_gf_mm","SR_aH_gf_count","SR_aH_qc_mm_Dqc","SR_aH_gf_mm_Dqc","ET_SR_aH_qc_Dqc","ET_SR_aH_gf_Dqc","SR_aH_gf_mm_Dgf","ET_SR_aH_qc_Dgf","ET_SR_aH_gf_Dgf","ET_SR_aH_gf_Dgf2","ETo_mm","Ka_Tc","Ka_Tn","Ka_SR","rDateTime"
"D01_Union_Corn","2016-04-19",2.62464046799238,25,2.62464046799238,25,NA,NA,NA,NA,NA,NA,24,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,4.82,NA,NA,NA,2016-04-19
"D01_Union_Corn","2016-04-20",NA,47,4.53655801826046,48,NA,4.53655801826046,4.53655801826046,NA,2.2598524281221,NA,47,2.3681706247188,48,NA,2.3681706247188,2.3681706247188,NA,2.16838739354166,2.16838739354166,2.16838739354166,2.16838739354166,NA,2.38793916440528,NA,46,2.48711174580436,48,NA,2.48711174580436,2.48711174580436,NA,2.0494462724561,2.0494462724561,2.0494462724561,2.0494462724561,NA,47,2.42763762157394,48,NA,2.42763762157394,NA,2.10892039668652,2.42763762157394,2.10892039668652,2.10892039668652,2.10892039668652,5.05,0.429383642285476,0.405830945040811,0.417607999343865,2016-04-20
"D01_Union_Corn","2016-04-21",2.6667994103514,48,2.6667994103514,48,2.6667994103514,2.6667994103514,2.6667994103514,NA,2.27280720758123,NA,47,2.0570850450692,48,NA,2.0570850450692,2.0570850450692,NA,0.609714365282199,0.609714365282199,0.609714365282199,0.609714365282199,2.46261291317024,2.46261291317024,2.23964567415308,48,2.23964567415308,48,2.23964567415308,2.23964567415308,2.23964567415308,0.427153736198315,0.427153736198315,0.427153736198315,0.427153736198315,0.427153736198315,2.14829962332502,48,2.14836535961114,48,2.14829962332502,2.14836535961114,0.518499787026376,0.518434050740257,2.14836535961114,0.518434050740257,0.518434050740257,0.518434050740257,3.63,0.167965389884903,0.117673205564274,0.142819297724589,2016-04-21
"D01_Union_Corn","2016-04-22",1.37150607576168,48,1.37150607576168,48,1.37150607576168,1.37150607576168,1.37150607576168,-0.0638712509198044,-0.0638712509198044,0.225371015647143,48,0.225371015647143,48,0.225371015647143,0.225371015647143,0.225371015647143,1.14613506011454,1.14613506011454,1.14613506011454,1.14613506011454,1.14613506011454,NA,-0.108073458064564,NA,46,0.190446394606788,48,NA,0.190446394606788,0.190446394606788,NA,1.18105968115489,1.18105968115489,1.18105968115489,1.18105968115489,0.208452773257892,48,0.207346739721449,48,0.208452773257892,0.207346739721449,1.16305330250379,1.16415933604023,0.207346739721449,1.16415933604023,1.16415933604023,1.16415933604023,2.63,0.435792798522638,0.449072122112126,0.442646135376514,2016-04-22
"D01_Union_Corn","2016-04-23",5.64160235708718,48,5.64160235708718,48,5.64160235708718,5.64160235708718,5.64160235708718,3.79837791769519,3.79837791769519,3.52158403449684,48,3.52158403449684,48,3.52158403449684,3.52158403449684,3.52158403449684,2.12001832259034,2.12001832259034,2.12001832259034,2.12001832259034,2.12001832259034,4.00972732428244,4.00972732428244,3.69703759023899,48,3.69703759023899,48,3.69703759023899,3.69703759023899,3.69703759023899,1.94456476684819,1.94456476684819,1.94456476684819,1.94456476684819,1.94456476684819,3.60931081236791,48,3.60931081236791,48,3.60931081236791,3.60931081236791,2.03229154471927,2.03229154471927,3.60931081236791,2.03229154471927,2.03229154471927,2.03229154471927,4.05,0.523461314219838,0.480139448604492,0.501800381412165,2016-04-23
"D01_Union_Corn","2016-04-24",4.0795497345168,48,4.0795497345168,48,4.0795497345168,4.0795497345168,4.0795497345168,NA,3.92564836216117,NA,47,3.48155038926685,48,NA,3.48155038926685,3.48155038926685,NA,0.597999345249952,0.597999345249952,0.597999345249952,0.597999345249952,NA,4.21340235064535,NA,47,3.72418055066363,48,NA,3.72418055066363,3.72418055066363,NA,0.355369183853169,0.355369183853169,0.355369183853169,0.355369183853169,3.62868096621294,48,3.60286509432535,48,3.62868096621294,3.60286509432535,0.450868768303856,0.476684640191454,3.60286509432535,0.476684640191454,0.476684640191454,0.476684640191454,4.32,0.138425774363415,0.0822613851511966,0.110343666710985,2016-04-24
"D01_Union_Corn","2016-04-25",5.09559692292162,48,5.09559692292162,48,5.09559692292162,5.09559692292162,5.09559692292162,6.55883582986988,6.55883582986988,5.92172442012221,48,5.92172442012221,48,5.92172442012221,5.92172442012221,5.92172442012221,-0.826127497200594,-0.826127497200594,-0.826127497200594,-0.826127497200594,-0.826127497200594,NA,6.97196517633187,NA,44,6.27948527016202,48,NA,6.27948527016202,6.27948527016202,NA,-1.1838883472404,-1.1838883472404,-1.1838883472404,-1.1838883472404,6.0448710526933,48,6.10060484514212,48,6.0448710526933,6.10060484514212,-0.949274129771677,-1.0050079222205,6.10060484514212,-1.0050079222205,-1.0050079222205,-1.0050079222205,5.35,-0.154416354616933,-0.221287541540262,-0.187851948078597,2016-04-25
"D01_Union_Corn","2016-04-26",4.509477934326,48,4.509477934326,48,4.509477934326,4.509477934326,4.509477934326,4.64098640681969,4.64098640681969,4.27109877016265,48,4.27109877016265,48,4.27109877016265,4.27109877016265,4.27109877016265,0.238379164163346,0.238379164163346,0.238379164163346,0.238379164163346,0.238379164163346,4.8511119758561,4.8511119758561,4.45894929663393,48,4.45894929663393,48,4.45894929663393,4.45894929663393,4.45894929663393,0.0505286376920706,0.0505286376920706,0.0505286376920706,0.0505286376920706,0.0505286376920706,4.36502403339829,48,4.36502403339829,48,4.36502403339829,4.36502403339829,0.144453900927708,0.144453900927708,4.36502403339829,0.144453900927708,0.144453900927708,0.144453900927708,4.68,0.0509357188383218,0.0107967174555706,0.0308662181469461,2016-04-26
"D01_Union_Corn","2016-04-27",4.1646052519506,48,4.1646052519506,48,4.1646052519506,4.1646052519506,4.1646052519506,4.0205022246223,4.0205022246223,3.62791728431124,48,3.62791728431124,48,3.62791728431124,3.62791728431124,3.62791728431124,0.536687967639356,0.536687967639356,0.536687967639356,0.536687967639356,0.536687967639356,NA,3.94722590833908,NA,47,3.57392979498715,48,NA,3.57392979498715,3.57392979498715,NA,0.590675456963448,0.590675456963448,0.590675456963448,0.590675456963448,3.60210298296938,48,3.60035848471699,48,3.60210298296938,3.60035848471699,0.562502268981218,0.564246767233611,3.60035848471699,0.564246767233611,0.564246767233611,0.564246767233611,3.81,0.140862983632377,0.155032928336863,0.148096264365777,2016-04-27
"D01_Union_Corn","2016-04-28",5.3346053514006,48,5.3346053514006,48,5.3346053514006,5.3346053514006,5.3346053514006,6.32815631540492,6.32815631540492,5.66413286438468,48,5.66413286438468,48,5.66413286438468,5.66413286438468,5.66413286438468,-0.329527512984083,-0.329527512984083,-0.329527512984083,-0.329527512984083,-0.329527512984083,NA,6.71310788920448,NA,47,5.98905027209383,48,NA,5.98905027209383,5.98905027209383,NA,-0.654444920693232,-0.654444920693232,-0.654444920693232,-0.654444920693232,5.85812072485519,48,5.82659156823926,48,5.85812072485519,5.82659156823926,-0.523515373454585,-0.491986216838657,5.82659156823926,-0.491986216838657,-0.491986216838657,-0.491986216838657,5.53,-0.0595890620224382,-0.118344470288107,-0.0889667661552725,2016-04-28
